date,fiscal_year,product_id,product_name,category,consumption_tmt,consumption_mmt
2016-10-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1138.18,1.1382
2016-11-01,FY 2016-17,PRD01,High Speed Diesel (HSD),Middle Distillate,6367.96,6.368
2016-11-01,FY 2016-17,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2278.94,2.2789
2016-11-01,FY 2016-17,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1904.93,1.9049
2016-11-01,FY 2016-17,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,581.39,0.5814
2016-11-01,FY 2016-17,PRD05,Naphtha,Light Distillate,974.13,0.9741
2016-11-01,FY 2016-17,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1226.84,1.2268
2016-11-01,FY 2016-17,PRD07,Bitumen,Heavy Ends,675.54,0.6755
2016-11-01,FY 2016-17,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,745.75,0.7458
2016-11-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1137.22,1.1372
2016-12-01,FY 2016-17,PRD01,High Speed Diesel (HSD),Middle Distillate,6374.88,6.3749
2016-12-01,FY 2016-17,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2273.74,2.2737
2016-12-01,FY 2016-17,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1918.75,1.9187
2016-12-01,FY 2016-17,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,564.98,0.565
2016-12-01,FY 2016-17,PRD05,Naphtha,Light Distillate,982.78,0.9828
2016-12-01,FY 2016-17,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1218.84,1.2188
2016-12-01,FY 2016-17,PRD07,Bitumen,Heavy Ends,646.47,0.6465
2016-12-01,FY 2016-17,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,706.0,0.706
2016-12-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1125.64,1.1256
2017-01-01,FY 2016-17,PRD01,High Speed Diesel (HSD),Middle Distillate,6102.78,6.1028
2017-01-01,FY 2016-17,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2241.09,2.2411
2017-01-01,FY 2016-17,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1838.51,1.8385
2017-01-01,FY 2016-17,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,549.52,0.5495
2017-01-01,FY 2016-17,PRD05,Naphtha,Light Distillate,947.89,0.9479
2017-01-01,FY 2016-17,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1154.84,1.1548
2017-01-01,FY 2016-17,PRD07,Bitumen,Heavy Ends,627.9,0.6279
2017-01-01,FY 2016-17,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,689.09,0.6891
2017-01-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1102.17,1.1022
2017-02-01,FY 2016-17,PRD01,High Speed Diesel (HSD),Middle Distillate,6114.89,6.1149
2017-02-01,FY 2016-17,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2233.28,2.2333
2017-02-01,FY 2016-17,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1838.44,1.8384
2017-02-01,FY 2016-17,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,557.07,0.5571
2017-02-01,FY 2016-17,PRD05,Naphtha,Light Distillate,968.07,0.9681
2017-02-01,FY 2016-17,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1155.88,1.1559
2017-02-01,FY 2016-17,PRD07,Bitumen,Heavy Ends,619.44,0.6194
2017-02-01,FY 2016-17,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,706.07,0.7061
2017-02-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1104.73,1.1047
2017-03-01,FY 2016-17,PRD01,High Speed Diesel (HSD),Middle Distillate,6427.67,6.4277
2017-03-01,FY 2016-17,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2311.91,2.3119
2017-03-01,FY 2016-17,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1973.83,1.9738
2017-03-01,FY 2016-17,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,587.16,0.5872
2017-03-01,FY 2016-17,PRD05,Naphtha,Light Distillate,960.86,0.9609
2017-03-01,FY 2016-17,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1224.64,1.2246
2017-03-01,FY 2016-17,PRD07,Bitumen,Heavy Ends,681.52,0.6815
2017-03-01,FY 2016-17,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,761.97,0.762
2017-03-01,FY 2016-17,PRD09,Light Diesel Oil & Lubes,Others,1165.58,1.1656
2017-04-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6143.88,6.1439
2017-04-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2257.06,2.2571
2017-04-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1868.72,1.8687
2017-04-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,567.12,0.5671
2017-04-01,FY 2017-18,PRD05,Naphtha,Light Distillate,930.06,0.9301
2017-04-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1166.91,1.1669
2017-04-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,643.95,0.644
2017-04-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,706.73,0.7067
2017-04-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1121.08,1.1211
2017-05-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6153.36,6.1534
2017-05-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2268.57,2.2686
2017-05-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1867.13,1.8671
2017-05-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,552.18,0.5522
2017-05-01,FY 2017-18,PRD05,Naphtha,Light Distillate,924.22,0.9242
2017-05-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1175.69,1.1757
2017-05-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,609.39,0.6094
2017-05-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,720.21,0.7202
2017-05-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1114.88,1.1149
2017-06-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6154.36,6.1544
2017-06-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2303.0,2.303
2017-06-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1928.75,1.9287
2017-06-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,554.62,0.5546
2017-06-01,FY 2017-18,PRD05,Naphtha,Light Distillate,939.98,0.94
2017-06-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1229.36,1.2294
2017-06-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,613.28,0.6133
2017-06-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,712.5,0.7125
2017-06-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1110.56,1.1106
2017-07-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,5845.52,5.8455
2017-07-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2164.24,2.1642
2017-07-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1780.05,1.78
2017-07-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,508.18,0.5082
2017-07-01,FY 2017-18,PRD05,Naphtha,Light Distillate,890.5,0.8905
2017-07-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1104.44,1.1044
2017-07-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,358.97,0.359
2017-07-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,663.26,0.6633
2017-07-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1022.49,1.0225
2017-08-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,5859.99,5.86
2017-08-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2164.25,2.1643
2017-08-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1778.26,1.7783
2017-08-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,521.68,0.5217
2017-08-01,FY 2017-18,PRD05,Naphtha,Light Distillate,899.67,0.8997
2017-08-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1097.1,1.0971
2017-08-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,364.43,0.3644
2017-08-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,658.27,0.6583
2017-08-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1074.08,1.0741
2017-09-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6238.66,6.2387
2017-09-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2318.06,2.3181
2017-09-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1911.22,1.9112
2017-09-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,557.96,0.558
2017-09-01,FY 2017-18,PRD05,Naphtha,Light Distillate,968.39,0.9684
2017-09-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1198.62,1.1986
2017-09-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,636.21,0.6362
2017-09-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,720.28,0.7203
2017-09-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1110.01,1.11
2017-10-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6554.81,6.5548
2017-10-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2423.43,2.4234
2017-10-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2044.07,2.0441
2017-10-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,593.95,0.594
2017-10-01,FY 2017-18,PRD05,Naphtha,Light Distillate,998.92,0.9989
2017-10-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1291.63,1.2916
2017-10-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,674.99,0.675
2017-10-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,742.35,0.7424
2017-10-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1191.79,1.1918
2017-11-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6583.52,6.5835
2017-11-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2475.14,2.4751
2017-11-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2034.05,2.0341
2017-11-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,598.19,0.5982
2017-11-01,FY 2017-18,PRD05,Naphtha,Light Distillate,1009.95,1.01
2017-11-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1275.69,1.2757
2017-11-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,647.35,0.6473
2017-11-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,753.9,0.7539
2017-11-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1208.69,1.2087
2017-12-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6583.6,6.5836
2017-12-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2474.7,2.4747
2017-12-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2044.71,2.0447
2017-12-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,575.17,0.5752
2017-12-01,FY 2017-18,PRD05,Naphtha,Light Distillate,984.12,0.9841
2017-12-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1268.09,1.2681
2017-12-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,680.2,0.6802
2017-12-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,762.14,0.7621
2017-12-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1184.61,1.1846
2018-01-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6298.4,6.2984
2018-01-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2394.72,2.3947
2018-01-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1961.39,1.9614
2018-01-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,558.39,0.5584
2018-01-01,FY 2017-18,PRD05,Naphtha,Light Distillate,967.78,0.9678
2018-01-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1223.69,1.2237
2018-01-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,669.18,0.6692
2018-01-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,719.58,0.7196
2018-01-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1135.48,1.1355
2018-02-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6319.5,6.3195
2018-02-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2378.41,2.3784
2018-02-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1975.09,1.9751
2018-02-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,546.88,0.5469
2018-02-01,FY 2017-18,PRD05,Naphtha,Light Distillate,948.66,0.9487
2018-02-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1224.5,1.2245
2018-02-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,644.38,0.6444
2018-02-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,734.43,0.7344
2018-02-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1137.46,1.1375
2018-03-01,FY 2017-18,PRD01,High Speed Diesel (HSD),Middle Distillate,6632.97,6.633
2018-03-01,FY 2017-18,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2526.96,2.527
2018-03-01,FY 2017-18,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2066.11,2.0661
2018-03-01,FY 2017-18,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,620.13,0.6201
2018-03-01,FY 2017-18,PRD05,Naphtha,Light Distillate,1006.98,1.007
2018-03-01,FY 2017-18,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1281.21,1.2812
2018-03-01,FY 2017-18,PRD07,Bitumen,Heavy Ends,669.25,0.6693
2018-03-01,FY 2017-18,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,779.05,0.779
2018-03-01,FY 2017-18,PRD09,Light Diesel Oil & Lubes,Others,1193.57,1.1936
2018-04-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6339.9,6.3399
2018-04-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2434.08,2.4341
2018-04-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1996.36,1.9964
2018-04-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,580.35,0.5804
2018-04-01,FY 2018-19,PRD05,Naphtha,Light Distillate,966.88,0.9669
2018-04-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1205.93,1.2059
2018-04-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,656.01,0.656
2018-04-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,731.42,0.7314
2018-04-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1154.6,1.1546
2018-05-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6363.07,6.3631
2018-05-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2438.4,2.4384
2018-05-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1982.18,1.9822
2018-05-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,602.79,0.6028
2018-05-01,FY 2018-19,PRD05,Naphtha,Light Distillate,982.34,0.9823
2018-05-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1241.46,1.2415
2018-05-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,643.99,0.644
2018-05-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,743.22,0.7432
2018-05-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1129.39,1.1294
2018-06-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6387.61,6.3876
2018-06-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2444.08,2.4441
2018-06-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2017.6,2.0176
2018-06-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,586.8,0.5868
2018-06-01,FY 2018-19,PRD05,Naphtha,Light Distillate,969.51,0.9695
2018-06-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1224.73,1.2247
2018-06-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,665.53,0.6655
2018-06-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,772.47,0.7725
2018-06-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1150.6,1.1506
2018-07-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6022.39,6.0224
2018-07-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2314.13,2.3141
2018-07-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1935.29,1.9353
2018-07-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,517.3,0.5173
2018-07-01,FY 2018-19,PRD05,Naphtha,Light Distillate,933.15,0.9331
2018-07-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1140.28,1.1403
2018-07-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,335.09,0.3351
2018-07-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,703.26,0.7033
2018-07-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1089.11,1.0891
2018-08-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6024.77,6.0248
2018-08-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2327.46,2.3275
2018-08-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1962.68,1.9627
2018-08-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,541.39,0.5414
2018-08-01,FY 2018-19,PRD05,Naphtha,Light Distillate,942.39,0.9424
2018-08-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1158.68,1.1587
2018-08-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,378.32,0.3783
2018-08-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,697.48,0.6975
2018-08-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1084.37,1.0844
2018-09-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6457.65,6.4576
2018-09-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2509.58,2.5096
2018-09-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2051.29,2.0513
2018-09-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,547.37,0.5474
2018-09-01,FY 2018-19,PRD05,Naphtha,Light Distillate,992.18,0.9922
2018-09-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1287.55,1.2875
2018-09-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,661.61,0.6616
2018-09-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,764.75,0.7648
2018-09-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1185.5,1.1855
2018-10-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6772.45,6.7725
2018-10-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2618.85,2.6189
2018-10-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2126.45,2.1264
2018-10-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,623.25,0.6232
2018-10-01,FY 2018-19,PRD05,Naphtha,Light Distillate,1038.62,1.0386
2018-10-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1316.19,1.3162
2018-10-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,681.81,0.6818
2018-10-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,784.15,0.7842
2018-10-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1226.49,1.2265
2018-11-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6790.44,6.7904
2018-11-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2629.76,2.6298
2018-11-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2192.24,2.1922
2018-11-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,606.0,0.606
2018-11-01,FY 2018-19,PRD05,Naphtha,Light Distillate,1029.08,1.0291
2018-11-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1316.11,1.3161
2018-11-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,703.32,0.7033
2018-11-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,793.06,0.7931
2018-11-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1250.33,1.2503
2018-12-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6800.09,6.8001
2018-12-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2659.73,2.6597
2018-12-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2169.08,2.1691
2018-12-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,629.22,0.6292
2018-12-01,FY 2018-19,PRD05,Naphtha,Light Distillate,1060.32,1.0603
2018-12-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1315.65,1.3156
2018-12-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,676.47,0.6765
2018-12-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,814.84,0.8148
2018-12-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1215.4,1.2154
2019-01-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6487.16,6.4872
2019-01-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2554.53,2.5545
2019-01-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2074.42,2.0744
2019-01-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,567.0,0.567
2019-01-01,FY 2018-19,PRD05,Naphtha,Light Distillate,978.54,0.9785
2019-01-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1273.81,1.2738
2019-01-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,665.42,0.6654
2019-01-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,801.71,0.8017
2019-01-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1163.88,1.1639
2019-02-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6498.56,6.4986
2019-02-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2555.08,2.5551
2019-02-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2106.87,2.1069
2019-02-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,584.21,0.5842
2019-02-01,FY 2018-19,PRD05,Naphtha,Light Distillate,1022.78,1.0228
2019-02-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1252.32,1.2523
2019-02-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,655.01,0.655
2019-02-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,733.23,0.7332
2019-02-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1149.18,1.1492
2019-03-01,FY 2018-19,PRD01,High Speed Diesel (HSD),Middle Distillate,6847.37,6.8474
2019-03-01,FY 2018-19,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2702.4,2.7024
2019-03-01,FY 2018-19,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2210.33,2.2103
2019-03-01,FY 2018-19,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,641.44,0.6414
2019-03-01,FY 2018-19,PRD05,Naphtha,Light Distillate,1086.06,1.0861
2019-03-01,FY 2018-19,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1329.53,1.3295
2019-03-01,FY 2018-19,PRD07,Bitumen,Heavy Ends,684.85,0.6849
2019-03-01,FY 2018-19,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,792.23,0.7922
2019-03-01,FY 2018-19,PRD09,Light Diesel Oil & Lubes,Others,1236.58,1.2366
2019-04-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6535.14,6.5351
2019-04-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2582.03,2.582
2019-04-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2115.2,2.1152
2019-04-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,589.2,0.5892
2019-04-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1010.47,1.0105
2019-04-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1278.12,1.2781
2019-04-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,685.41,0.6854
2019-04-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,751.34,0.7513
2019-04-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1209.07,1.2091
2019-05-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6546.57,6.5466
2019-05-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2582.76,2.5828
2019-05-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2141.64,2.1416
2019-05-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,584.61,0.5846
2019-05-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1028.02,1.028
2019-05-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1242.94,1.2429
2019-05-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,703.02,0.703
