date,fiscal_year,refinery_id,refinery_name,operator,sector,crude_processed_tmt,capacity_utilization_pct
2016-10-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,1252.63,100.21
2016-10-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1146.18,100.39
2016-10-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,1292.18,103.37
2016-10-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,594.92,89.24
2016-10-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,630.78,100.93
2016-10-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,497.23,99.45
2016-10-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,191.74,97.91
2016-10-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,85.52,102.63
2016-10-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,53.35,98.49
2016-10-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1349.14,104.45
2016-10-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,1048.13,104.81
2016-10-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,530.29,66.98
2016-10-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,952.42,103.9
2016-10-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,901.82,103.06
2016-10-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1302.52,104.2
2016-10-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,260.04,104.02
2016-10-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,989.26,105.05
2016-10-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,684.32,105.28
2016-10-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2956.55,107.51
2016-10-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3102.45,105.77
2016-10-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1760.38,105.62
2016-11-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,1247.1,99.77
2016-11-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1066.61,93.43
2016-11-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,1273.16,101.85
2016-11-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,690.91,103.64
2016-11-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,654.69,104.75
2016-11-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,472.85,94.57
2016-11-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,191.82,97.95
2016-11-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,86.93,104.32
2016-11-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,54.29,100.22
2016-11-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1337.41,103.54
2016-11-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,960.43,96.04
2016-11-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,842.67,106.44
2016-11-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,877.84,95.76
2016-11-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,778.07,88.92
2016-11-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1271.69,101.74
2016-11-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,254.6,101.84
2016-11-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,965.44,102.53
2016-11-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,668.89,102.91
2016-11-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3011.7,109.52
2016-11-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3202.53,109.18
2016-11-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1774.55,106.47
2016-12-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,1227.76,98.22
2016-12-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1134.39,99.36
2016-12-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,793.9,63.51
2016-12-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,703.23,105.48
2016-12-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,623.05,99.69
2016-12-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,330.27,66.05
2016-12-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,204.25,104.3
2016-12-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,81.28,97.53
2016-12-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,51.79,95.62
2016-12-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1262.26,97.72
2016-12-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,1020.5,102.05
2016-12-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,805.71,101.77
2016-12-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,940.15,102.56
2016-12-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,880.14,100.59
2016-12-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1140.56,91.24
2016-12-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,251.16,100.46
2016-12-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1006.61,106.9
2016-12-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,688.64,105.94
2016-12-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2977.31,108.27
2016-12-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3185.36,108.59
2016-12-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1830.79,109.85
2017-01-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,1322.69,105.82
2017-01-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1153.11,101.0
2017-01-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,1292.56,103.4
2017-01-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,658.65,98.8
2017-01-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,600.73,96.12
2017-01-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,495.94,99.19
2017-01-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,209.17,106.81
2017-01-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,86.24,103.49
2017-01-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,52.24,96.44
2017-01-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1339.22,103.68
2017-01-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,967.13,96.71
2017-01-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,811.5,102.51
2017-01-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,892.76,97.39
2017-01-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,842.12,96.24
2017-01-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1344.63,107.57
2017-01-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,249.21,99.69
2017-01-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,996.37,105.81
2017-01-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,657.56,101.16
2017-01-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2887.32,104.99
2017-01-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3147.88,107.31
2017-01-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1750.28,105.02
2017-02-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,899.04,71.92
2017-02-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1188.91,104.14
2017-02-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,1263.62,101.09
2017-02-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,687.92,103.19
2017-02-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,649.13,103.86
2017-02-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,519.36,103.87
2017-02-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,203.06,103.69
2017-02-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,86.14,103.37
2017-02-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,54.93,101.41
2017-02-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1384.62,107.2
2017-02-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,1016.59,101.66
2017-02-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,801.19,101.2
2017-02-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,932.19,101.69
2017-02-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,892.29,101.98
2017-02-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1182.45,94.6
2017-02-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,244.22,97.69
2017-02-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,976.42,103.69
2017-02-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,613.78,94.43
2017-02-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2971.72,108.06
2017-02-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3188.3,108.69
2017-02-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1736.99,104.22
2017-03-01,FY 2016-17,REF01,IOCL Panipat,IOCL,PSU,1231.68,98.53
2017-03-01,FY 2016-17,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1211.61,106.13
2017-03-01,FY 2016-17,REF03,IOCL Paradip,IOCL,PSU,1290.38,103.23
2017-03-01,FY 2016-17,REF04,IOCL Mathura,IOCL,PSU,686.62,102.99
2017-03-01,FY 2016-17,REF05,IOCL Haldia,IOCL,PSU,659.75,105.56
2017-03-01,FY 2016-17,REF06,IOCL Barauni,IOCL,PSU,488.78,97.76
2017-03-01,FY 2016-17,REF07,IOCL Bongaigaon,IOCL,PSU,187.94,95.97
2017-03-01,FY 2016-17,REF08,IOCL Guwahati,IOCL,PSU,87.46,104.95
2017-03-01,FY 2016-17,REF09,IOCL Digboi,IOCL,PSU,54.54,100.7
2017-03-01,FY 2016-17,REF10,BPCL Kochi,BPCL,PSU,1261.43,97.66
2017-03-01,FY 2016-17,REF11,BPCL Mumbai,BPCL,PSU,1093.58,109.36
2017-03-01,FY 2016-17,REF12,HPCL Mumbai,HPCL,PSU,748.67,94.57
2017-03-01,FY 2016-17,REF13,HPCL Visakhapatnam,HPCL,PSU,932.61,101.74
2017-03-01,FY 2016-17,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,877.1,100.24
2017-03-01,FY 2016-17,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1244.63,99.57
2017-03-01,FY 2016-17,REF16,NRL Numaligarh,NRL (OIL),PSU,230.38,92.15
2017-03-01,FY 2016-17,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1022.65,108.6
2017-03-01,FY 2016-17,REF18,BORL Bina,BPCL (BORL),PSU,619.48,95.3
2017-03-01,FY 2016-17,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2948.0,107.2
2017-03-01,FY 2016-17,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3130.23,106.71
2017-03-01,FY 2016-17,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1829.43,109.77
2017-04-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1182.59,94.61
2017-04-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1174.19,102.85
2017-04-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1271.99,101.76
2017-04-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,655.68,98.35
2017-04-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,641.9,102.7
2017-04-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,505.38,101.08
2017-04-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,211.93,108.22
2017-04-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,83.53,100.24
2017-04-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,52.64,97.17
2017-04-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1328.99,102.89
2017-04-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,648.36,64.84
2017-04-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,799.56,101.0
2017-04-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,879.99,96.0
2017-04-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,904.91,103.42
2017-04-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1239.0,99.12
2017-04-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,255.16,102.06
2017-04-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1038.65,110.3
2017-04-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,650.08,100.01
2017-04-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3031.4,110.23
2017-04-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3152.05,107.46
2017-04-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1767.53,106.05
2017-05-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1328.57,106.29
2017-05-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1067.84,93.53
2017-05-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1312.88,105.03
2017-05-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,620.8,93.12
2017-05-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,653.56,104.57
2017-05-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,505.29,101.06
2017-05-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,190.32,97.18
2017-05-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,82.81,99.37
2017-05-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,56.2,103.75
2017-05-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1406.7,108.91
2017-05-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,947.43,94.74
2017-05-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,771.12,97.4
2017-05-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,877.06,95.68
2017-05-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,877.13,100.24
2017-05-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1308.58,104.69
2017-05-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,237.99,95.2
2017-05-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,978.99,103.96
2017-05-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,679.56,104.55
2017-05-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2935.29,106.74
2017-05-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,2938.83,100.19
2017-05-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1809.95,108.6
2017-06-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1324.29,105.94
2017-06-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1104.17,96.72
2017-06-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1173.57,93.89
2017-06-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,681.86,102.28
2017-06-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,415.96,66.55
2017-06-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,495.26,99.05
2017-06-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,192.5,98.3
2017-06-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,84.28,101.14
2017-06-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,52.35,96.65
2017-06-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,811.51,62.83
2017-06-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,1037.17,103.72
2017-06-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,763.2,96.4
2017-06-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,862.55,94.1
2017-06-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,860.04,98.29
2017-06-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1239.28,99.14
2017-06-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,257.12,102.85
2017-06-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,962.45,102.21
2017-06-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,693.48,106.69
2017-06-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2977.04,108.26
2017-06-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3096.87,105.58
2017-06-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1820.92,109.26
2017-07-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1332.58,106.61
2017-07-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1182.79,103.6
2017-07-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1187.35,94.99
2017-07-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,663.09,99.46
2017-07-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,637.51,102.0
2017-07-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,517.13,103.43
2017-07-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,196.36,100.27
2017-07-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,83.1,99.72
2017-07-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,58.6,108.18
2017-07-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1338.99,103.66
2017-07-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,1026.86,102.69
2017-07-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,781.9,98.77
2017-07-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,885.49,96.6
2017-07-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,899.13,102.76
2017-07-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1301.45,104.12
2017-07-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,252.44,100.98
2017-07-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,998.23,106.01
2017-07-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,674.58,103.78
2017-07-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3040.05,110.55
2017-07-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3034.43,103.45
2017-07-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1782.15,106.93
2017-08-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1287.53,103.0
2017-08-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1155.36,101.2
2017-08-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1297.44,103.8
2017-08-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,684.56,102.68
2017-08-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,577.42,92.39
2017-08-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,526.94,105.39
2017-08-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,194.04,99.08
2017-08-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,81.29,97.55
2017-08-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,57.0,105.24
2017-08-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1336.46,103.47
2017-08-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,1058.48,105.85
2017-08-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,525.11,66.33
2017-08-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,912.29,99.52
2017-08-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,888.77,101.57
2017-08-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1211.03,96.88
2017-08-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,238.97,95.59
2017-08-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,961.56,102.11
2017-08-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,696.38,107.13
2017-08-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2925.8,106.39
2017-08-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3017.75,102.88
2017-08-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1792.21,107.53
2017-09-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1235.09,98.81
2017-09-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1204.11,105.47
2017-09-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1334.92,106.79
2017-09-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,662.31,99.35
2017-09-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,637.76,102.04
2017-09-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,511.88,102.38
2017-09-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,197.41,100.81
2017-09-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,83.4,100.08
2017-09-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,52.71,97.3
2017-09-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1209.2,93.62
2017-09-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,972.82,97.28
2017-09-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,796.94,100.67
2017-09-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,872.68,95.2
2017-09-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,891.0,101.83
2017-09-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1265.97,101.28
2017-09-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,247.03,98.81
2017-09-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,971.66,103.19
2017-09-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,404.76,62.27
2017-09-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3038.45,110.49
2017-09-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3239.4,110.43
2017-09-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1742.59,104.56
2017-10-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1206.37,96.51
2017-10-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1111.18,97.33
2017-10-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1290.07,103.21
2017-10-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,682.42,102.36
2017-10-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,657.43,105.19
2017-10-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,343.45,68.69
2017-10-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,185.8,94.88
2017-10-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,85.88,103.06
2017-10-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,57.14,105.5
2017-10-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1287.32,99.66
2017-10-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,1009.06,100.91
2017-10-01,FY 2017-18,REF12,HPCL Mumbai,HPCL,PSU,794.06,100.3
2017-10-01,FY 2017-18,REF13,HPCL Visakhapatnam,HPCL,PSU,921.01,100.47
2017-10-01,FY 2017-18,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,912.66,104.3
2017-10-01,FY 2017-18,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1349.98,108.0
2017-10-01,FY 2017-18,REF16,NRL Numaligarh,NRL (OIL),PSU,266.31,106.53
2017-10-01,FY 2017-18,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,965.12,102.49
2017-10-01,FY 2017-18,REF18,BORL Bina,BPCL (BORL),PSU,663.35,102.05
2017-10-01,FY 2017-18,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2905.34,105.65
2017-10-01,FY 2017-18,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3107.23,105.93
2017-10-01,FY 2017-18,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1796.64,107.8
2017-11-01,FY 2017-18,REF01,IOCL Panipat,IOCL,PSU,1226.71,98.14
2017-11-01,FY 2017-18,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1126.59,98.68
2017-11-01,FY 2017-18,REF03,IOCL Paradip,IOCL,PSU,1274.47,101.96
2017-11-01,FY 2017-18,REF04,IOCL Mathura,IOCL,PSU,686.66,103.0
2017-11-01,FY 2017-18,REF05,IOCL Haldia,IOCL,PSU,643.05,102.89
2017-11-01,FY 2017-18,REF06,IOCL Barauni,IOCL,PSU,514.64,102.93
2017-11-01,FY 2017-18,REF07,IOCL Bongaigaon,IOCL,PSU,188.1,96.05
2017-11-01,FY 2017-18,REF08,IOCL Guwahati,IOCL,PSU,81.62,97.95
2017-11-01,FY 2017-18,REF09,IOCL Digboi,IOCL,PSU,54.79,101.15
2017-11-01,FY 2017-18,REF10,BPCL Kochi,BPCL,PSU,1360.02,105.29
2017-11-01,FY 2017-18,REF11,BPCL Mumbai,BPCL,PSU,1104.55,110.46
